itr,wall,itr_time,loss,bpd,fe,total_time,grad_norm,kinetic_energy,jacobian_norm2
575,7818.7203,13.2985,-0.1173,-0.4479,800.0,18.0000,13.8708,25.6810,7.3754
576,7832.3207,13.6004,-0.1318,-0.4725,800.0,18.0000,10.1601,26.6922,7.3737
577,7845.8309,13.5102,-0.1924,-0.5458,800.0,18.0000,10.9193,27.8438,7.4910
578,7859.4252,13.5942,-0.1767,-0.5360,800.0,18.0000,10.9056,28.4313,7.4948
579,7873.0023,13.5771,-0.1520,-0.5181,800.0,18.0000,9.5332,29.0695,7.5309
580,7886.4964,13.4941,-0.1877,-0.5456,800.0,18.0000,7.7312,28.2748,7.5171
581,7899.9441,13.4477,-0.2104,-0.5684,800.0,18.0000,10.6732,28.2618,7.5438
582,7913.5989,13.6548,-0.2153,-0.5762,800.0,18.0000,9.6764,28.5702,7.5238
583,7927.1860,13.5871,-0.2123,-0.5616,800.0,18.0000,10.1328,27.4161,7.5073
584,7940.7602,13.5742,-0.1959,-0.5491,800.0,18.0000,8.0423,27.8570,7.4619
585,7954.4304,13.6702,-0.2431,-0.6062,800.0,18.0000,8.4693,28.7933,7.5209
586,7967.9904,13.5600,-0.2195,-0.5812,800.0,18.0000,12.2464,28.6317,7.5376
587,7981.6333,13.6430,-0.2383,-0.6078,800.0,18.0000,12.3229,29.3738,7.5834
588,7995.2914,13.6581,-0.2597,-0.6317,800.0,18.0000,8.5908,29.5755,7.6195
589,8008.8750,13.5836,-0.2391,-0.6171,800.0,18.0000,12.6706,30.2473,7.5507
590,8022.2500,13.3750,-0.2487,-0.6229,800.0,18.0000,13.7545,29.9005,7.5174
591,8035.6882,13.4383,-0.2268,-0.5837,800.0,18.0000,12.1945,28.2639,7.4273
592,8049.3699,13.6817,-0.2742,-0.6126,800.0,18.0000,10.4429,26.3851,7.4507
593,8062.8252,13.4553,-0.2653,-0.6247,800.0,18.0000,12.0700,28.4298,7.5156
594,8076.5120,13.6868,-0.2754,-0.6529,800.0,18.0000,13.8522,30.1547,7.5879
595,8090.1066,13.5945,-0.2959,-0.6763,800.0,18.0000,12.0893,30.4331,7.6037
596,8103.4317,13.3251,-0.2644,-0.6427,800.0,18.0000,15.0395,30.2912,7.5470
597,8117.1210,13.6893,-0.2926,-0.6566,800.0,18.0000,12.0454,28.8551,7.5404
598,8130.5459,13.4249,-0.2764,-0.6404,800.0,18.0000,9.5658,28.9172,7.4791
599,8144.0363,13.4904,-0.3045,-0.6683,800.0,18.0000,11.1381,28.8385,7.5359
600,8157.6436,13.6073,-0.3051,-0.6633,800.0,18.0000,8.6323,28.2866,7.5315
601,8171.1215,13.4779,-0.2921,-0.6722,800.0,18.0000,12.2335,30.4606,7.5502
602,8184.6910,13.5695,-0.3077,-0.7045,800.0,18.0000,5.0501,32.1104,7.5730
603,8198.2363,13.5454,-0.3204,-0.7177,800.0,18.0000,10.9623,32.1367,7.5953
604,8211.6022,13.3659,-0.3174,-0.6909,800.0,18.0000,8.1476,29.8083,7.5469
605,8224.9782,13.3760,-0.3304,-0.6959,800.0,18.0000,8.1661,28.9947,7.5575
606,8238.6223,13.6441,-0.3296,-0.6978,800.0,18.0000,7.8946,29.2522,7.5655
607,8252.2496,13.6273,-0.2937,-0.6813,800.0,18.0000,11.5004,31.2045,7.5557
608,8265.7980,13.5484,-0.2862,-0.6779,800.0,18.0000,12.1042,31.6482,7.5215
609,8279.3337,13.5357,-0.3072,-0.6845,800.0,18.0000,9.4327,30.1924,7.5453
610,8292.9295,13.5958,-0.3293,-0.7003,800.0,18.0000,8.8708,29.5590,7.5400
611,8306.1063,13.1768,-0.3125,-0.6932,800.0,18.0000,8.4216,30.5681,7.5060
612,8319.6943,13.5880,-0.3128,-0.7132,800.0,18.0000,9.1922,32.5186,7.5240
613,8333.2425,13.5482,-0.3214,-0.7104,800.0,18.0000,8.3582,31.3745,7.5199
614,8346.8508,13.6083,-0.3290,-0.7035,800.0,18.0000,7.8888,29.9359,7.5143
615,8360.5070,13.6561,-0.3246,-0.7048,800.0,18.0000,8.6701,30.4943,7.5253
616,8373.9839,13.4769,-0.3351,-0.7186,800.0,18.0000,8.8362,30.8176,7.5267
617,8387.4916,13.5077,-0.3302,-0.7201,800.0,18.0000,9.5606,31.4924,7.4918
618,8400.7211,13.2295,-0.3350,-0.7207,800.0,18.0000,7.2238,31.0448,7.5236
619,8414.2984,13.5773,-0.3495,-0.7345,800.0,18.0000,7.4329,30.9262,7.5671
620,8427.8738,13.5755,-0.3463,-0.7375,800.0,18.0000,7.5981,31.5633,7.5542
621,8441.3156,13.4418,-0.3455,-0.7377,800.0,18.0000,7.5423,31.6794,7.5412
622,8454.8250,13.5094,-0.3285,-0.7105,800.0,18.0000,8.5189,30.7174,7.4848
623,8468.3059,13.4810,-0.3560,-0.7362,800.0,18.0000,6.2753,30.4801,7.5350
624,8481.9219,13.6160,-0.3327,-0.7244,800.0,18.0000,7.7947,31.6573,7.5121
625,8495.3074,13.3855,-0.3367,-0.7285,800.0,18.0000,9.6851,31.6514,7.5204
626,8508.8713,13.5640,-0.3330,-0.7202,800.0,18.0000,10.3793,31.2045,7.5098
627,8522.2870,13.4156,-0.3288,-0.7031,800.0,18.0000,9.2946,29.9690,7.4673
628,8535.8569,13.5699,-0.3538,-0.7218,800.0,18.0000,6.8374,29.3040,7.4917
629,8549.5151,13.6582,-0.3476,-0.7490,800.0,18.0000,12.8086,32.5614,7.5742
630,8562.9095,13.3944,-0.3208,-0.7128,800.0,18.0000,13.0220,31.6960,7.5056
631,8576.5561,13.6467,-0.3278,-0.6917,800.0,18.0000,7.4188,28.9499,7.4448
632,8590.1464,13.5903,-0.3140,-0.6796,800.0,18.0000,10.9600,29.1360,7.4210
633,8603.6907,13.5443,-0.3502,-0.7240,800.0,18.0000,6.7586,29.9213,7.4552
634,8617.2102,13.5195,-0.3364,-0.7466,800.0,18.0000,13.6888,33.4778,7.5443
635,8630.6225,13.4122,-0.3325,-0.7141,800.0,18.0000,10.8208,30.6656,7.4897
636,8644.2359,13.6135,-0.3455,-0.7013,800.0,18.0000,10.0367,28.1151,7.4584
637,8657.6335,13.3975,-0.3331,-0.6913,800.0,18.0000,9.0677,28.4150,7.4023
638,8671.0898,13.4564,-0.3627,-0.7398,800.0,18.0000,8.9942,30.2410,7.4665
639,8684.6803,13.5905,-0.3507,-0.7681,800.0,18.0000,11.9897,34.2055,7.5249
640,8698.2043,13.5240,-0.3331,-0.7415,800.0,18.0000,17.0027,33.3044,7.5326
641,8711.6505,13.4462,-0.3347,-0.6843,800.0,18.0000,14.2082,27.5356,7.4225
642,8725.0878,13.4373,-0.3164,-0.6574,800.0,18.0000,14.4062,26.7181,7.3817
643,8738.5545,13.4667,-0.3256,-0.6796,800.0,18.0000,17.4374,28.0505,7.3421
644,8752.2556,13.7010,-0.3300,-0.6966,800.0,18.0000,18.2523,29.2452,7.4205
645,8765.8314,13.5758,-0.3256,-0.7061,800.0,18.0000,19.1089,30.5773,7.4709
646,8779.4750,13.6436,-0.3067,-0.6857,800.0,18.0000,19.6399,30.4274,7.4732
647,8792.8648,13.3898,-0.3383,-0.6913,800.0,18.0000,16.9852,27.8391,7.4562
648,8806.4357,13.5708,-0.3127,-0.7061,800.0,18.0000,20.1127,31.9002,7.4395
649,8820.0455,13.6099,-0.2925,-0.6554,800.0,18.0000,28.2135,28.9130,7.3816
650,8833.7382,13.6927,-0.2725,-0.5500,800.0,18.0000,17.9953,20.5125,7.2467
651,8847.3255,13.5873,-0.2327,-0.5429,800.0,18.0000,19.5364,23.7517,7.2713
652,8860.9619,13.6364,-0.2758,-0.6121,800.0,18.0000,15.5576,26.2265,7.4023
653,8874.3564,13.3945,-0.3171,-0.6973,800.0,18.0000,17.3668,30.4685,7.5534
654,8888.0043,13.6479,-0.2995,-0.6970,800.0,18.0000,21.0922,32.1572,7.5931
655,8901.4092,13.4049,-0.2549,-0.6261,800.0,18.0000,26.9914,29.6728,7.4537
656,8914.9785,13.5693,-0.2705,-0.5779,800.0,18.0000,13.7992,23.4033,7.3410
657,8928.5681,13.5896,-0.2417,-0.5480,800.0,18.0000,13.4802,23.3611,7.2728
658,8942.1157,13.5476,-0.2654,-0.5924,800.0,18.0000,11.8462,25.4081,7.2859
659,8955.7675,13.6518,-0.2893,-0.6447,800.0,18.0000,12.0881,28.1050,7.4351
660,8969.3050,13.5375,-0.2489,-0.6568,800.0,18.0000,20.8337,33.1660,7.6188
661,8982.6662,13.3613,-0.3055,-0.6826,800.0,18.0000,12.0485,30.0379,7.6743
662,8996.2257,13.5595,-0.2989,-0.6455,800.0,18.0000,11.2100,27.1650,7.4902
663,9009.7770,13.5512,-0.3017,-0.6269,800.0,18.0000,8.9497,25.1460,7.3751
664,9023.3329,13.5559,-0.2800,-0.6140,800.0,18.0000,10.0631,26.0605,7.3373
665,9036.9037,13.5708,-0.3288,-0.6982,800.0,18.0000,7.0067,29.4873,7.4611
666,9050.5160,13.6123,-0.3339,-0.7605,800.0,18.0000,14.9371,34.9837,7.6770
667,9063.9390,13.4231,-0.2493,-0.6581,800.0,18.0000,19.1551,33.2356,7.6416
668,9077.4941,13.5550,-0.3081,-0.6500,800.0,18.0000,9.0343,26.7151,7.4754
669,9091.0319,13.5378,-0.2811,-0.6048,800.0,18.0000,9.2797,25.0261,7.3434
670,9104.6648,13.6329,-0.2736,-0.5961,800.0,18.0000,8.8205,24.9149,7.3390
671,9118.3342,13.6694,-0.2696,-0.6069,800.0,18.0000,8.5929,26.2791,7.4532
672,9131.8844,13.5502,-0.3015,-0.6506,800.0,18.0000,7.8700,27.3522,7.5653
673,9145.4692,13.5848,-0.3295,-0.7046,800.0,18.0000,9.1158,29.8071,7.6963
674,9158.9391,13.4699,-0.3097,-0.7089,800.0,18.0000,7.1907,32.2683,7.6551
675,9172.5757,13.6366,-0.3269,-0.7369,800.0,18.0000,12.7561,33.3815,7.6171
676,9186.1803,13.6046,-0.3195,-0.6971,800.0,18.0000,12.4475,30.2791,7.4788
677,9199.6077,13.4274,-0.3209,-0.6813,800.0,18.0000,7.6558,28.6291,7.4108
678,9213.2891,13.6814,-0.3290,-0.6832,800.0,18.0000,8.4181,27.9420,7.4765
679,9226.8093,13.5201,-0.3586,-0.7285,800.0,18.0000,7.6908,29.4241,7.5676
680,9240.4348,13.6255,-0.3391,-0.7165,800.0,18.0000,8.3662,30.2062,7.5301
681,9253.9672,13.5324,-0.3636,-0.7594,800.0,18.0000,9.6652,31.9813,7.6034
682,9267.4533,13.4861,-0.3359,-0.7243,800.0,18.0000,8.1859,31.2422,7.6017
683,9281.1000,13.6467,-0.3529,-0.7446,800.0,18.0000,8.3892,31.5742,7.5926
684,9294.6490,13.5490,-0.3596,-0.7346,800.0,18.0000,9.3489,29.9735,7.5189
685,9308.2320,13.5830,-0.3627,-0.7395,800.0,18.0000,9.2635,30.1888,7.4930
686,9321.7745,13.5424,-0.3486,-0.7155,800.0,18.0000,8.3265,29.2457,7.4352
687,9335.3912,13.6168,-0.3597,-0.7400,800.0,18.0000,7.4175,30.5640,7.4593
688,9348.9507,13.5595,-0.3827,-0.7731,800.0,18.0000,7.2665,31.5230,7.5168
689,9362.4238,13.4731,-0.3868,-0.7813,800.0,18.0000,7.6323,31.8793,7.5648
690,9375.8468,13.4231,-0.3735,-0.7632,800.0,18.0000,9.7271,31.3840,7.5845
691,9389.3638,13.5169,-0.3506,-0.7363,800.0,18.0000,7.6541,31.0085,7.5561
692,9403.0214,13.6577,-0.3801,-0.7633,800.0,18.0000,7.4965,30.7890,7.5335
693,9416.5872,13.5658,-0.3737,-0.7538,800.0,18.0000,6.4991,30.5291,7.4791
694,9430.2615,13.6743,-0.3888,-0.7671,800.0,18.0000,9.3309,30.3633,7.4621
695,9443.9697,13.7082,-0.3692,-0.7445,800.0,18.0000,11.0455,30.0611,7.4693
696,9457.6024,13.6328,-0.3605,-0.7395,800.0,18.0000,8.9151,30.4116,7.4911
697,9471.0099,13.4074,-0.4019,-0.7828,800.0,18.0000,9.9274,30.4988,7.5835
698,9484.4344,13.4245,-0.3906,-0.7761,800.0,18.0000,10.0093,30.9842,7.5640
699,9498.0202,13.5858,-0.3864,-0.7862,800.0,18.0000,9.0875,32.4429,7.5322
700,9511.5480,13.5278,-0.3732,-0.7670,800.0,18.0000,14.4021,31.8731,7.5079
701,9525.1770,13.6289,-0.3753,-0.7393,800.0,18.0000,11.6924,28.9417,7.4530
702,9538.6242,13.4472,-0.3691,-0.7136,800.0,18.0000,8.8834,27.0344,7.4099
703,9552.1408,13.5166,-0.3787,-0.7558,800.0,18.0000,10.4665,30.2335,7.4776
704,9565.8442,13.7034,-0.3844,-0.7888,800.0,18.0000,13.1241,32.8746,7.5569
705,9579.3240,13.4798,-0.3622,-0.7508,800.0,18.0000,12.4324,31.3548,7.4974
706,9593.0748,13.7508,-0.3769,-0.7389,800.0,18.0000,11.3182,28.7344,7.4637
707,9606.5952,13.5205,-0.3721,-0.7304,800.0,18.0000,10.4629,28.4090,7.4170
708,9620.1783,13.5830,-0.4045,-0.7879,800.0,18.0000,8.9795,30.8405,7.4950
709,9633.7033,13.5250,-0.3720,-0.7608,800.0,18.0000,11.3307,31.3916,7.4847
710,9647.3548,13.6515,-0.3896,-0.7779,800.0,18.0000,16.6989,31.2484,7.5822
711,9661.0420,13.6872,-0.3529,-0.7211,800.0,18.0000,13.2626,29.3360,7.4833
712,9674.5626,13.5207,-0.3673,-0.7277,800.0,18.0000,10.6635,28.6442,7.3985
713,9688.2348,13.6721,-0.3680,-0.7227,800.0,18.0000,10.2659,28.1010,7.3669
714,9701.7545,13.5197,-0.3927,-0.7664,800.0,18.0000,9.2257,29.9182,7.4449
715,9715.3849,13.6304,-0.3432,-0.7462,800.0,18.0000,18.6945,32.7776,7.5258
716,9728.9150,13.5302,-0.3790,-0.7517,800.0,18.0000,11.5595,29.7352,7.5344
717,9742.5186,13.6036,-0.3591,-0.7155,800.0,18.0000,11.7693,28.2087,7.4352
718,9756.0672,13.5486,-0.3175,-0.6479,800.0,18.0000,11.5349,25.7436,7.3018
719,9769.6151,13.5479,-0.3354,-0.6742,800.0,18.0000,9.9636,26.5878,7.2948
720,9783.2014,13.5863,-0.3519,-0.7289,800.0,18.0000,12.2066,30.2602,7.4427
721,9796.9049,13.7035,-0.3251,-0.7296,800.0,18.0000,18.5340,32.8776,7.5712
722,9810.5974,13.6925,-0.3036,-0.6966,800.0,18.0000,18.5282,31.8023,7.4982
723,9824.1269,13.5295,6.7863,6.4046,800.0,18.0000,89324.0547,30.7371,7.4320
724,9837.8747,13.7478,58.2329,57.8838,800.0,18.0000,2276960.0000,27.5852,7.3288
725,9851.3265,13.4518,23065062.0000,23065062.0000,800.0,18.0000,3028882680272912384.0000,29.7144,7.3794
726,9865.0325,13.7060,732889216.0000,732889216.0000,800.0,18.0000,79277554321588224.0000,2935.5039,6.8364
727,9878.5681,13.5355,38184194048.0000,38184194048.0000,800.0,18.0000,inf,24.9767,6.1331
728,9891.9628,13.3947,132653965639680.0000,132653965639680.0000,800.0,18.0000,inf,932.9102,6.2532
729,9905.5425,13.5797,1772598255908489073791074304.0000,1772598255908489073791074304.0000,800.0,18.0000,nan,492581519360.0000,6.9071
